image_filename,label_id,x,y,w,h,confidence
201211022.jpg,5,0.622566,0.795575,0.119236,0.157117,0.450356
201308125.jpg,4,0.567167,0.448279,0.422398,0.552423,0.355574
2018081462.jpg,3,0.595135,0.420951,0.539043,0.505673,0.613584
201308216.jpg,4,0.278654,0.673208,0.429002,0.658314,0.406894
201308216.jpg,11,0.278654,0.673208,0.429002,0.658314,0.462405
20080508.jpg,5,0.415553,0.393988,0.273966,0.418784,0.374876
200909105.jpg,3,0.493082,0.594906,0.746778,0.78785,0.296969
201708026.jpg,6,0.854494,0.321244,0.261014,0.516372,0.426293
201708026.jpg,3,0.802058,0.707065,0.177465,0.328013,0.523744
201705259.jpg,6,0.865294,0.569186,0.323175,0.594748,0.459853
201705259.jpg,5,0.474504,0.575744,0.317254,0.4004,0.999783
201705259.jpg,5,0.27444,0.413356,0.297045,0.20153,0.939625
201705259.jpg,5,0.663816,0.409787,0.259298,0.205829,0.421689
201705259.jpg,5,0.65856,0.369438,0.368008,0.308965,0.250407
201406022.jpg,6,0.587999,0.743046,0.64135,0.207859,0.290782
2017041110.jpg,3,0.504058,0.324198,0.156083,0.073409,0.408312
2008121516.jpg,6,0.823036,0.930796,0.165372,0.134719,0.32301
2008121516.jpg,6,0.484399,0.140509,0.435683,0.291149,0.288678
2008121516.jpg,5,0.824199,0.934886,0.132554,0.124831,0.940439
2008121516.jpg,3,0.523606,0.649284,0.217847,0.226388,0.988386
200812124.jpg,8,0.508417,0.529693,0.089122,0.092507,0.501992
200812124.jpg,5,0.604246,0.525561,0.119426,0.26676,0.964524
200812124.jpg,5,0.080494,0.735646,0.083559,0.111414,0.958003
2008111911.jpg,5,0.203919,0.695113,0.188454,0.269997,0.950396
2008111911.jpg,5,0.603515,0.432902,0.160516,0.14734,0.399798
2008111911.jpg,3,0.206548,0.68535,0.215564,0.238147,0.944658
2010110213.jpg,6,0.097542,0.647458,0.212124,0.441217,0.425047
201711173.jpg,5,0.8604,0.94597,0.214399,0.124569,0.59862
201711173.jpg,3,0.801768,0.101197,0.15098,0.096149,0.3244
2015062611.jpg,5,0.469064,0.732238,0.152041,0.460923,0.999789
201806112.jpg,5,0.662931,0.420063,0.252,0.342929,0.987052
201309266.jpg,5,0.341568,0.584765,0.092725,0.087648,0.428289
201010054.jpg,5,0.265546,0.859347,0.276215,0.320289,0.969769
201010054.jpg,5,0.949641,0.936706,0.104067,0.129009,0.470376
201803145.jpg,6,0.259523,0.941433,0.257115,0.120438,0.25104
201803145.jpg,5,0.630567,0.579681,0.487511,0.348727,0.960524
201803145.jpg,5,0.260527,0.941622,0.26059,0.114656,0.307662
201807242.jpg,9,0.373236,0.679258,0.229558,0.177848,0.991487
201807242.jpg,9,0.27052,0.582449,0.236165,0.141734,0.94317
201807242.jpg,5,0.556781,0.723853,0.175883,0.178341,0.999519
201807242.jpg,5,0.671536,0.70782,0.131926,0.125252,0.836686
201807242.jpg,5,0.656724,0.598875,0.178047,0.130667,0.788118
201807242.jpg,5,0.284251,0.933722,0.18365,0.128698,0.774396
201807242.jpg,4,0.651195,0.600137,0.188452,0.126844,0.267664
201807242.jpg,3,0.28569,0.92991,0.175243,0.120764,0.361562
201807242.jpg,2,0.758949,0.803083,0.19459,0.12401,0.54525
201611249.jpg,13,0.249018,0.329177,0.4725,0.665693,0.690316
201611249.jpg,5,0.23863,0.287273,0.496363,0.652695,0.686883
2010091032.jpg,6,0.521072,0.954887,0.065754,0.064137,0.545983
201207179.jpg,5,0.246066,0.568623,0.317329,0.45027,0.999978
201207179.jpg,5,0.680646,0.517871,0.474098,0.615621,0.95783
201207179.jpg,3,0.947787,0.341543,0.100542,0.126272,0.861837
200904141.jpg,6,0.136463,0.569616,0.255262,0.603712,0.30525
200904141.jpg,5,0.362265,0.640999,0.143427,0.263228,0.999841
200904141.jpg,5,0.718473,0.89966,0.603173,0.234216,0.362855
2008120715.jpg,5,0.54478,0.719621,0.1028,0.107045,0.434269
20120920.jpg,5,0.420092,0.421161,0.604518,0.835371,0.951959
20120920.jpg,5,0.798883,0.910686,0.217349,0.196395,0.881159
20130516.jpg,5,0.58581,0.629349,0.291455,0.48157,0.801696
20130516.jpg,5,0.304415,0.668274,0.307482,0.506158,0.364377
200906091.jpg,6,0.520349,0.206204,0.465001,0.315119,0.394759
201807052.jpg,5,0.732803,0.19226,0.261028,0.221098,0.924811
201807052.jpg,5,0.414133,0.588115,0.920842,0.839483,0.648245
2010120815.jpg,5,0.940099,0.732408,0.122559,0.307985,0.545492
200909012.jpg,5,0.595902,0.143111,0.0843,0.171936,0.750497
200909012.jpg,4,0.636095,0.530864,0.079674,0.136192,0.319865
200909012.jpg,5,0.636095,0.530864,0.079674,0.136192,0.511388
200909012.jpg,5,0.49754,0.552263,0.075135,0.148025,0.506871
200909012.jpg,5,0.662597,0.095255,0.083,0.189821,0.311251
200909012.jpg,3,0.718592,0.207419,0.083601,0.062272,0.604907
200909012.jpg,3,0.625672,0.249928,0.065164,0.071173,0.505357
201308295.jpg,9,0.523264,0.699138,0.226331,0.295183,0.999824
201308295.jpg,9,0.750515,0.870747,0.296442,0.28449,0.99818
201308295.jpg,9,0.438377,0.556919,0.191041,0.198156,0.973696
201308295.jpg,9,0.360035,0.443701,0.169828,0.1639,0.955693
201308295.jpg,5,0.443203,0.544904,0.179835,0.160687,0.292202
201408252.jpg,7,0.444527,0.60457,0.167782,0.186613,0.343989
200811118.jpg,6,0.500046,0.566931,0.626855,0.735995,0.33177
200811118.jpg,6,0.501773,0.275612,0.362932,0.485335,0.290633
200811118.jpg,5,0.830197,0.826951,0.239214,0.353881,0.340388
2011092215.jpg,6,0.670313,0.509605,0.379728,0.485332,0.327266
200809012.jpg,6,0.52575,0.280623,0.277696,0.3647,0.393755
200809012.jpg,8,0.52575,0.280623,0.277696,0.3647,0.449927
201706082.jpg,5,0.52681,0.668104,0.427791,0.635892,0.999922
201706082.jpg,3,0.326936,0.273016,0.080832,0.132017,0.58823
20110406.jpg,5,0.477484,0.4223,0.332835,0.332074,0.289531
201803286.jpg,5,0.748871,0.350419,0.06823,0.126143,0.892207
201803286.jpg,5,0.035762,0.863648,0.075157,0.326067,0.513295
201803286.jpg,5,0.634615,0.392373,0.118533,0.123257,0.372041
201803286.jpg,3,0.505874,0.449614,0.134766,0.125063,0.894912
201806284.jpg,9,0.146995,0.68997,0.21391,0.389167,0.999911
201806284.jpg,9,0.271645,0.3828,0.239155,0.352531,0.999608
201806284.jpg,9,0.470882,0.163804,0.257219,0.339544,0.99927
201806284.jpg,9,0.602356,0.423992,0.266742,0.391641,0.996953
201806284.jpg,9,0.399648,0.700129,0.254192,0.409151,0.979553
201806284.jpg,9,0.690574,0.791802,0.310008,0.457584,0.815481
201008056.jpg,5,0.543811,0.7517,0.154168,0.277946,0.998539
201604274.jpg,3,0.570728,0.662072,0.844122,0.838121,0.325799
201604274.jpg,5,0.570728,0.662072,0.844122,0.838121,0.627868
201604274.jpg,8,0.570728,0.662072,0.844122,0.838121,0.657423
201707262.jpg,9,0.865777,0.173069,0.269497,0.385956,0.269112
201707262.jpg,5,0.861695,0.706917,0.132507,0.330026,0.986916
201707262.jpg,3,0.588603,0.59877,0.354406,0.397863,0.467417
201707262.jpg,5,0.588603,0.59877,0.354406,0.397863,0.341488
2009063010.jpg,9,0.547234,0.271913,0.166449,0.123282,0.971962
20120827.jpg,9,0.670121,0.677641,0.49358,0.719942,0.999386
20120827.jpg,9,0.39143,0.072793,0.173805,0.163857,0.97988
201706282.jpg,3,0.503898,0.81984,0.077822,0.146965,0.252486
200906237.jpg,9,0.594226,0.252984,0.206915,0.114415,0.999624
200906237.jpg,9,0.310575,0.43343,0.242493,0.177801,0.999287
200906237.jpg,9,0.583294,0.374682,0.186367,0.121244,0.994696
200906237.jpg,9,0.591892,0.3106,0.195085,0.101806,0.931228
200906237.jpg,9,0.598283,0.531617,0.179722,0.164516,0.92325
200906237.jpg,9,0.571902,0.454083,0.185384,0.137503,0.871052
200906237.jpg,9,0.605639,0.599747,0.186784,0.116903,0.252187
200906237.jpg,6,0.861254,0.489861,0.303279,0.359981,0.538266
2008111914.jpg,11,0.4862,0.66242,0.715614,0.682367,0.463525
2008111914.jpg,3,0.424688,0.668515,0.662578,0.664745,0.483578
20081001.jpg,9,0.486791,0.29115,0.111445,0.057856,0.938069
20081001.jpg,9,0.49097,0.329848,0.117665,0.036763,0.881249
20081001.jpg,9,0.479129,0.244505,0.095073,0.055659,0.489684
20081001.jpg,6,0.279131,0.857366,0.197503,0.271778,0.295547
20081001.jpg,5,0.348621,0.496314,0.153195,0.297654,0.998936
20081001.jpg,5,0.380833,0.30175,0.118455,0.118269,0.807659
20081001.jpg,5,0.278536,0.864367,0.194286,0.262495,0.509355
201211306.jpg,6,0.71304,0.500421,0.466607,0.591986,0.405428
201211306.jpg,5,0.323976,0.466176,0.12908,0.140541,0.310841
2011091611.jpg,9,0.479287,0.760413,0.246166,0.267035,0.995246
2011091611.jpg,9,0.454737,0.874033,0.261817,0.22263,0.967547
2011091611.jpg,6,0.672434,0.834389,0.182583,0.20387,0.995243
2011091611.jpg,6,0.069055,0.711274,0.153881,0.303076,0.481391
2011091611.jpg,5,0.245461,0.667842,0.227196,0.44733,0.87192
201308127.jpg,9,0.479871,0.978603,0.173042,0.04342,0.324065
201308127.jpg,4,0.35152,0.449246,0.167194,0.215066,0.990482
201308127.jpg,4,0.624366,0.402047,0.104018,0.136258,0.766099
201308127.jpg,3,0.396434,0.664598,0.191463,0.203029,0.885265
201110302.jpg,5,0.409316,0.786263,0.050739,0.136659,0.318929
201009026.jpg,9,0.351635,0.701965,0.12918,0.226981,0.303256
2014010239.jpg,2,0.487411,0.809037,0.875118,0.417515,0.424016
2010081214.jpg,5,0.573028,0.663686,0.230107,0.514479,0.833814
200907212.jpg,5,0.434822,0.257723,0.186763,0.605588,0.942957
200907212.jpg,3,0.450627,0.726859,0.122917,0.134132,0.602382
20090608.jpg,9,0.350801,0.501814,0.214845,0.151107,0.563007
20090608.jpg,3,0.619998,0.514775,0.198745,0.201579,0.99371
20090608.jpg,3,0.350355,0.505939,0.198095,0.18331,0.845424
201307181.jpg,6,0.724629,0.341822,0.312032,0.582768,0.686553
201307181.jpg,6,0.753067,0.55599,0.271249,0.522412,0.433531
201307181.jpg,5,0.397837,0.581518,0.582164,0.708414,0.766432
201309108.jpg,5,0.595674,0.371643,0.204452,0.326993,0.997727
201309108.jpg,5,0.349182,0.424493,0.25389,0.537586,0.996182
201309108.jpg,5,0.783112,0.277894,0.152061,0.206117,0.876198
201611234.jpg,9,0.503139,0.572743,0.90367,0.876852,0.84492
201611234.jpg,9,0.421892,0.363922,0.853332,0.827063,0.399651
201702097.jpg,8,0.854421,0.705405,0.283215,0.303381,0.360261
201702097.jpg,5,0.503431,0.568542,0.385146,0.669399,0.996664
20111222.jpg,8,0.430027,0.509451,0.176687,0.191709,0.537156
20111222.jpg,5,0.287802,0.326145,0.267338,0.365587,0.369852
2008112325.jpg,5,0.47819,0.793706,0.050632,0.073801,0.44573
2009042812.jpg,8,0.504386,0.242707,0.46854,0.255759,0.332423
201210174.jpg,9,0.507433,0.447559,0.361545,0.155947,0.947699
201210174.jpg,5,0.801744,0.436973,0.073718,0.090666,0.72694
2010082610.jpg,5,0.91609,0.38974,0.056558,0.083393,0.352019
201704119.jpg,5,0.636859,0.637584,0.255835,0.144145,0.416242
201704119.jpg,1,0.336856,0.477743,0.673397,0.790505,0.279907
201804171.jpg,9,0.520102,0.586913,0.635392,0.37847,0.988839
201804171.jpg,9,0.483261,0.38372,0.449286,0.20008,0.920827
2012091114.jpg,9,0.797863,0.336209,0.172723,0.238639,0.588924
2012091114.jpg,5,0.423682,0.818458,0.378888,0.377571,0.99697
2012091114.jpg,3,0.470374,0.378839,0.427348,0.306573,0.550878
200812113.jpg,5,0.34043,0.124726,0.195999,0.252825,0.990776
200812113.jpg,5,0.163639,0.067502,0.286819,0.135253,0.514072
201702105.jpg,5,0.557693,0.443269,0.149066,0.280457,0.99855
201808013.jpg,3,0.489117,0.584697,0.611214,0.727446,0.361417
201411071.jpg,5,0.066602,0.748013,0.115651,0.51147,0.258954
20130627.jpg,8,0.551974,0.834759,0.234814,0.174417,0.769046
20130627.jpg,7,0.048081,0.892877,0.09059,0.057995,0.412876
20130627.jpg,4,0.825245,0.128882,0.069423,0.126594,0.594955
20130627.jpg,5,0.825245,0.128882,0.069423,0.126594,0.591587
200907018.jpg,9,0.353315,0.713592,0.16614,0.100653,0.894361
200907018.jpg,9,0.949755,0.632292,0.145484,0.065605,0.502736
200907018.jpg,9,0.451526,0.63385,0.190116,0.046977,0.492095
200907018.jpg,9,0.936479,0.594109,0.148385,0.064418,0.4569
200907018.jpg,9,0.453526,0.59982,0.187115,0.053768,0.446235
200907018.jpg,6,0.100443,0.641789,0.181581,0.129211,0.463338
20120905.jpg,6,0.580926,0.568718,0.802226,0.632555,0.337365
201401031.jpg,5,0.225986,0.520394,0.055384,0.079565,0.325406
201310082.jpg,5,0.309567,0.546756,0.09979,0.137415,0.907109
201310082.jpg,5,0.376297,0.593833,0.103678,0.172289,0.812469
201310082.jpg,5,0.278413,0.876183,0.128025,0.210112,0.54676
201310082.jpg,5,0.650947,0.670414,0.211007,0.438777,0.533954
200905251.jpg,10,0.427757,0.659095,0.73305,0.521631,0.787393
2018061121.jpg,5,0.485007,0.590144,0.631729,0.507707,0.987911
200905266.jpg,5,0.589878,0.143841,0.127604,0.276854,0.90847
201005213.jpg,5,0.620575,0.648025,0.120697,0.318264,0.828597
2014011413.jpg,4,0.622405,0.735415,0.129306,0.202873,0.835223
201705301.jpg,5,0.597781,0.787042,0.123298,0.193533,0.969387
201705301.jpg,5,0.677863,0.915819,0.071897,0.155176,0.848506
201705301.jpg,5,0.494103,0.791881,0.095199,0.177379,0.570577
201705301.jpg,5,0.495018,0.635449,0.127855,0.238389,0.328828
201307296.jpg,5,0.732708,0.628368,0.152357,0.336339,0.994951
201307296.jpg,5,0.524736,0.621494,0.160688,0.186368,0.994907
201307296.jpg,5,0.563028,0.472214,0.173993,0.208013,0.989183
201307296.jpg,5,0.593488,0.721463,0.142703,0.222469,0.985988
20090630.jpg,6,0.552253,0.874085,0.23772,0.187932,0.383316
20090630.jpg,5,0.184875,0.515041,0.118424,0.137089,0.962905
201807042.jpg,5,0.38493,0.597456,0.28136,0.560526,0.498704
201807042.jpg,3,0.38002,0.595563,0.299552,0.537754,0.476587
2009041519.jpg,6,0.586344,0.731267,0.82951,0.511798,0.288415
201508278.jpg,9,0.664659,0.070048,0.117582,0.133808,0.859915
201508278.jpg,8,0.257725,0.330913,0.336687,0.438775,0.834718
201508278.jpg,5,0.676285,0.360736,0.151216,0.271365,0.999889
201508278.jpg,5,0.937299,0.209609,0.122818,0.309146,0.998294
201508278.jpg,4,0.255439,0.298109,0.327099,0.367997,0.871959
201706012.jpg,3,0.590131,0.519272,0.309734,0.319733,0.99446
201706012.jpg,2,0.339639,0.487016,0.087666,0.087445,0.730827
201504024.jpg,6,0.19497,0.83063,0.363231,0.335161,0.380155
201504024.jpg,5,0.448348,0.75973,0.075268,0.116766,0.73728
201504024.jpg,5,0.639651,0.362113,0.276322,0.377688,0.304288
2018081438.jpg,5,0.398653,0.336919,0.772249,0.503146,0.378497
201701267.jpg,5,0.436867,0.630216,0.287252,0.593727,0.974313
2010090212.jpg,5,0.610263,0.189021,0.076617,0.137873,0.386347
2018071216.jpg,9,0.665826,0.578204,0.169523,0.151641,0.812062
201805253.jpg,11,0.493223,0.482777,0.811434,0.540954,0.27569
201805253.jpg,2,0.420285,0.49481,0.789326,0.531653,0.271627
2018032815.jpg,5,0.503978,0.512897,0.558614,0.603523,0.511462
2018032815.jpg,5,0.181462,0.183122,0.381172,0.334212,0.278205
2018032815.jpg,4,0.499242,0.54213,0.578914,0.534583,0.308811
201112115.jpg,5,0.441168,0.143103,0.139189,0.239579,0.293618
201506183.jpg,9,0.43908,0.495853,0.298176,0.448091,0.999926
201506183.jpg,9,0.829449,0.837795,0.301311,0.295335,0.999529
201506183.jpg,9,0.142854,0.610933,0.253125,0.331144,0.974066
201506183.jpg,9,0.777399,0.49573,0.364801,0.546797,0.962032
201808146.jpg,5,0.596053,0.496839,0.273216,0.354302,0.999727
201808146.jpg,5,0.431769,0.081211,0.388293,0.178831,0.95769
2010082524.jpg,5,0.710075,0.190556,0.248433,0.359426,0.726929
2010082524.jpg,6,0.710075,0.190556,0.248433,0.359426,0.34923
2010082524.jpg,5,0.759232,0.707265,0.314749,0.42163,0.989901
2010082524.jpg,5,0.410295,0.816562,0.42826,0.381096,0.980788
2010082524.jpg,5,0.360676,0.498904,0.128407,0.290012,0.919354
2010082524.jpg,5,0.834289,0.437627,0.234781,0.196145,0.904414
2010082524.jpg,5,0.573252,0.398382,0.083711,0.129202,0.781584
2010082524.jpg,5,0.48669,0.427859,0.115948,0.310364,0.765244
2010082524.jpg,3,0.136237,0.564933,0.259642,0.233481,0.270975
201701102.jpg,6,0.648183,0.679059,0.072265,0.054544,0.748185
201701102.jpg,6,0.659206,0.669502,0.068903,0.055955,0.505625
201701102.jpg,6,0.439134,0.753115,0.087171,0.056498,0.313291
2018081452.jpg,6,0.563037,0.902612,0.716411,0.194821,0.279543
2018081452.jpg,5,0.561466,0.506177,0.592535,0.483353,0.993688
201406274.jpg,4,0.168387,0.584294,0.286,0.546149,0.927974
201008045.jpg,10,0.566505,0.350969,0.550203,0.611008,0.316814
20120926.jpg,9,0.593304,0.570586,0.523741,0.628578,0.949811
201803152.jpg,10,0.548913,0.135409,0.287769,0.260239,0.293773
20121019.jpg,9,0.72115,0.819535,0.397816,0.383349,0.655276
20121019.jpg,5,0.607864,0.248468,0.173056,0.192749,0.322491
200811292.jpg,5,0.338553,0.63221,0.135067,0.126151,0.882512
200811292.jpg,5,0.471348,0.765952,0.151754,0.175047,0.881984
201205315.jpg,6,0.581381,0.741036,0.878846,0.467436,0.658123
201205315.jpg,6,0.253756,0.357267,0.50851,0.439796,0.654426
201608031.jpg,6,0.311293,0.558913,0.297608,0.35866,0.685665
201709262.jpg,6,0.653878,0.649228,0.742087,0.747046,0.256682
201205281.jpg,5,0.273538,0.950986,0.08088,0.077173,0.528662
201705308.jpg,5,0.20397,0.764772,0.355708,0.275584,0.903957
201705308.jpg,5,0.510983,0.568523,0.614722,0.444254,0.480365
201008109.jpg,13,0.433951,0.116291,0.314031,0.139385,0.564682
201008109.jpg,6,0.218722,0.949157,0.120877,0.09484,0.429061
2010081713.jpg,4,0.803332,0.640208,0.210816,0.142231,0.563959
201207173.jpg,4,0.626965,0.526484,0.579704,0.57786,0.97353
201505312.jpg,5,0.828008,0.519964,0.289345,0.299075,0.676919
201505312.jpg,3,0.408892,0.484132,0.70553,0.529217,0.958033
201011274.jpg,5,0.174099,0.428462,0.167192,0.561249,0.346736
201011274.jpg,5,0.124015,0.644634,0.259503,0.72343,0.27866
201412053.jpg,6,0.740769,0.957992,0.373544,0.09242,0.426683
201412053.jpg,5,0.431116,0.553293,0.247599,0.43323,0.77259
201703035.jpg,5,0.427953,0.717475,0.914335,0.525907,0.330978
201703035.jpg,3,0.574289,0.673719,0.951483,0.518466,0.27703
201110074.jpg,8,0.637038,0.707945,0.179894,0.245275,0.565085
201110074.jpg,5,0.626187,0.707038,0.149864,0.25492,0.260216
201110074.jpg,6,0.603406,0.914769,0.219383,0.17447,0.383462
201110074.jpg,5,0.782877,0.472818,0.213689,0.294842,0.966611
201110074.jpg,5,0.472565,0.207102,0.128487,0.272148,0.959287
201110074.jpg,5,0.663521,0.398871,0.192376,0.406737,0.935982
201110074.jpg,5,0.552367,0.551408,0.103221,0.185345,0.385338
201110074.jpg,5,0.47338,0.396362,0.107483,0.13956,0.29797
201507081.jpg,5,0.516817,0.527971,0.153721,0.225561,0.993712
201507081.jpg,5,0.374317,0.593509,0.181646,0.274924,0.991173
201507081.jpg,3,0.795284,0.474846,0.222244,0.076424,0.547765
201508265.jpg,2,0.676363,0.546179,0.043341,0.052104,0.732424
201506023.jpg,9,0.739294,0.589421,0.406922,0.364729,0.998271
201506023.jpg,9,0.286004,0.602237,0.472548,0.45766,0.990418
201506023.jpg,9,0.019581,0.637448,0.05199,0.313496,0.591867
201506023.jpg,6,0.104957,0.045997,0.240952,0.094937,0.304198
2018041813.jpg,5,0.53015,0.529246,0.606401,0.506254,0.989377
2014010811.jpg,5,0.413649,0.746854,0.780288,0.418948,0.745786
2014010811.jpg,3,0.357205,0.745364,0.851806,0.353136,0.803313
201011032.jpg,5,0.442102,0.619362,0.224675,0.271957,0.893069
201008263.jpg,5,0.860859,0.195819,0.252322,0.376549,0.44894
2008120722.jpg,5,0.864925,0.667348,0.11847,0.089956,0.45907
201009293.jpg,5,0.122143,0.487272,0.232146,0.493009,0.455623
2010081215.jpg,6,0.291954,0.491446,0.226324,0.12284,0.331445
2010081215.jpg,5,0.566419,0.579654,0.106408,0.084895,0.555743
2010110517.jpg,5,0.74015,0.905692,0.069541,0.119083,0.868981
2018071218.jpg,5,0.500907,0.510423,0.875797,0.838348,0.410873
201804239.jpg,6,0.199962,0.473618,0.138825,0.217298,0.597187
201804239.jpg,4,0.193781,0.473284,0.164141,0.201782,0.390462
2014063015.jpg,9,0.438955,0.819368,0.280857,0.365237,0.751611
2014063015.jpg,6,0.727942,0.62826,0.444522,0.456342,0.492691
201011292.jpg,5,0.400743,0.747787,0.136792,0.206614,0.447587
201209182.jpg,5,0.337657,0.791675,0.259857,0.437354,0.936532
201212139.jpg,9,0.364318,0.79089,0.112581,0.046336,0.850815
201212139.jpg,9,0.55609,0.870471,0.121073,0.0448,0.818776
201212139.jpg,9,0.483956,0.828758,0.113738,0.044788,0.800501
201212139.jpg,9,0.556554,0.834173,0.108457,0.043667,0.800255
201212139.jpg,9,0.555392,0.906878,0.121924,0.044587,0.790582
201212139.jpg,9,0.297476,0.868581,0.106603,0.050144,0.776118
201212139.jpg,9,0.356447,0.869187,0.110536,0.047723,0.766921
201212139.jpg,9,0.323699,0.789997,0.109041,0.040865,0.751199
201212139.jpg,9,0.331757,0.670626,0.081651,0.048859,0.735161
201212139.jpg,9,0.550242,0.795298,0.104172,0.043325,0.728178
201212139.jpg,9,0.553291,0.642211,0.081312,0.040155,0.709708
201212139.jpg,9,0.325233,0.748142,0.090163,0.042531,0.707578
201212139.jpg,9,0.479284,0.870398,0.115378,0.050055,0.702401
